brand,product,product_type,ingredient,p_id,i_id,n_ingre,n_product,mp_count,mp_percent,mp_present
Zwitsal,Goedemorgen Haar Lotion Baby,0,PEG-40 Hydrogenated Castor Oil,214,56,1,146,21,0.143835616,1
Zwitsal,Badolie Baby,0,PEG-40 Sorbitan Peroleate,71,57,1,146,21,0.143835616,1
Zwitsal,Baby Zeepvrije Wascr<U+00A8><U+00A8>me,0,Polyacrylate-33,61,62,2,146,21,0.143835616,1
Zwitsal,Baby Zeepvrije Wascr<U+00A8><U+00A8>me,0,Styrene/Acrylates Copolymer,61,99,2,146,21,0.143835616,1
Zwitsal,Shampoo Anti-klit,0,PEG-120 Methyl Glucose Dioleate,351,46,4,146,21,0.143835616,1
Zwitsal,Shampoo Anti-klit,0,Polyquaternium-10,351,74,4,146,21,0.143835616,1
Zwitsal,Shampoo Anti-klit,0,Steareth-4,351,98,4,146,21,0.143835616,1
Zwitsal,Shampoo Anti-klit,0,PEG-120,351,45,4,146,21,0.143835616,1
Zwitsal,Zwitsal,0,Polyacrylate-33,500,62,2,146,21,0.143835616,1
Zwitsal,Zwitsal,0,Styrene/Acrylates Copolymer,500,99,2,146,21,0.143835616,1
Zwitsal,Zeepvrije Wasgel,0,Polyacrylate-33,482,62,1,146,21,0.143835616,1
Zwitsal,Wasgel zeepvrij - extra mild en zacht,0,Polyacrylate-33,461,62,1,146,21,0.143835616,1
Zwitsal,Wasgel Baby - Hydrateert het babyhuidje,0,Polyacrylate-33,458,62,1,146,21,0.143835616,1
Zwitsal,Creme Zeep,0,Polyacrylate-33,145,62,1,146,21,0.143835616,1
Zwitsal,Zeepvrij Schuimbad Baby,0,Polyacrylate-33,478,62,1,146,21,0.143835616,1
Zwitsal,Baby Zeepvrij Schuimbad,0,Polyacrylate-33,60,62,1,146,21,0.143835616,1
Zwitsal,Baby Badschuim 400 ml,0,Polyacrylate-33,39,62,1,146,21,0.143835616,1
Zwitsal,Zonnespray Voor Baby- en Kinderhuid SPF 50+,0,Dimethicone,498,23,2,146,21,0.143835616,1
Zwitsal,Zonnespray Voor Baby- en Kinderhuid SPF 50+,0,Ammonium Acryloyldimethyltaurate/VP copolymer,498,10,2,146,21,0.143835616,1
Zwitsal,Bad & Wasgel Lavendel,0,Polyacrylate-33,68,62,1,146,21,0.143835616,1
Zwitsal,Bad & Wasgel Eucalyptus,0,Polyacrylate-33,67,62,1,146,21,0.143835616,1
Zwitsal,Slaap Zacht Bad & Wasgel Lavendel Baby,0,Polyacrylate-33,367,62,1,146,21,0.143835616,1
Zwitsal,Bad&Wasgel Eucalyptus,0,Polyacrylate-33,69,62,1,146,21,0.143835616,1
Zwitsal,Huidolie,0,none,233,36,0,146,21,0.143835616,0
Zwitsal,Baby Haargel,0,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,44,5,5,146,21,0.143835616,1
Zwitsal,Baby Haargel,0,VP/Dimethylaminoethylmethacrylate Copolymer,44,106,5,146,21,0.143835616,1
Zwitsal,Baby Haargel,0,Isoceteth-20,44,31,5,146,21,0.143835616,1
Zwitsal,Baby Haargel,0,CETETH-20,44,18,5,146,21,0.143835616,1
Zwitsal,Baby Haargel,0,Ceteth-2,44,17,5,146,21,0.143835616,1
Zwitsal,Wasgel Woezel & Pip,0,Polyacrylate-33,459,62,1,146,21,0.143835616,1
Zwitsal,Woezel & Pip Anti-Klit Babyshampoo - Zeepvrij,0,PEG-120 Methyl Glucose Dioleate,466,46,4,146,21,0.143835616,1
Zwitsal,Woezel & Pip Anti-Klit Babyshampoo - Zeepvrij,0,Polyquaternium-10,466,74,4,146,21,0.143835616,1
Zwitsal,Woezel & Pip Anti-Klit Babyshampoo - Zeepvrij,0,Steareth-4,466,98,4,146,21,0.143835616,1
Zwitsal,Woezel & Pip Anti-Klit Babyshampoo - Zeepvrij,0,PEG-120,466,45,4,146,21,0.143835616,1
Zwitsal,Zachte Creme Pot,0,PEG-100 Stearate,473,41,3,146,21,0.143835616,1
Zwitsal,Zachte Creme Pot,0,Dimethicone,473,23,3,146,21,0.143835616,1
Zwitsal,Zachte Creme Pot,0,Ammonium Acryloyldimethyltaurate/VP copolymer,473,10,3,146,21,0.143835616,1
Zwitsal,Rijke Huidolie Avocado,0,none,300,36,0,146,21,0.143835616,0
Zwitsal,Baby Bodylotion,0,PEG-100 Stearate,41,41,4,146,21,0.143835616,1
Zwitsal,Baby Bodylotion,0,PEG-12 Dimethicone,41,43,4,146,21,0.143835616,1
Zwitsal,Baby Bodylotion,0,Dimethicone,41,23,4,146,21,0.143835616,1
Zwitsal,Wasschuim,0,Polysorbate 20,463,81,1,146,21,0.143835616,1
Zwitsal,Bodylotion Baby,0,PEG-100 Stearate,99,41,3,146,21,0.143835616,1
Zwitsal,Bodylotion Baby,0,PEG-12 Dimethicone,99,43,3,146,21,0.143835616,1
Zwitsal,Bodylotion Baby,0,Dimethicone,99,23,3,146,21,0.143835616,1
Zwitsal,Baby Wasgel Mini,0,none,57,36,0,146,21,0.143835616,0
Zwitsal,Talkpoeder Baby,0,none,404,36,0,146,21,0.143835616,0
Zwitsal,Baby Zinkzalf Tube,0,PEG-22/Dodecyl Glycol Copolymer,63,51,1,146,21,0.143835616,1
Zwitsal,Baby Wasgel,0,Polyacrylate-33,56,62,1,146,21,0.143835616,1
Zwitsal,Baby Zeepvrije Wascr<U+00A8><U+00A8>me,0,Polyacrylate-33,61,62,2,146,21,0.143835616,1
Zwitsal,Baby Zeepvrije Wascr<U+00A8><U+00A8>me,0,Styrene/Acrylates Copolymer,61,99,2,146,21,0.143835616,1
Zwitsal,Zeepvrije Wasgel,0,Polyacrylate-33,482,62,1,146,21,0.143835616,1
Zwitsal,Zeepvrije Wasgel,0,Polyacrylate-33,482,62,1,146,21,0.143835616,1
Zwitsal,Zeepvrije Wasgel 400ml,0,Polyacrylate-33,484,62,1,146,21,0.143835616,1
Zwitsal,Baby Shampoo,0,PEG-120 Methyl Glucose Dioleate,47,46,4,146,21,0.143835616,1
Zwitsal,Baby Shampoo,0,Polyquaternium-10,47,74,4,146,21,0.143835616,1
Zwitsal,Baby Shampoo,0,PEG-120,47,45,4,146,21,0.143835616,1
Zwitsal,Anti-Klit Shampoo 500ml,0,PEG-12,23,42,3,146,21,0.143835616,1
Zwitsal,Anti-Klit Shampoo 500ml,0,Steareth-4,23,98,3,146,21,0.143835616,1
Zwitsal,Anti-Klit Shampoo 500ml,0,PEG-120,23,45,3,146,21,0.143835616,1
Zwitsal,Baby Anti-Klit Shampoo,0,PEG-120 Methyl Glucose Dioleate,38,46,5,146,21,0.143835616,1
Zwitsal,Baby Anti-Klit Shampoo,0,Polyquaternium-10,38,74,5,146,21,0.143835616,1
Zwitsal,Baby Anti-Klit Shampoo,0,Steareth-4,38,98,5,146,21,0.143835616,1
Zwitsal,Baby Anti-Klit Shampoo,0,PEG-120,38,45,5,146,21,0.143835616,1
Zwitsal,Baby Shampoo met anti-prik formule,0,PEG-120 Methyl Glucose Dioleate,50,46,3,146,21,0.143835616,1
Zwitsal,Baby Shampoo met anti-prik formule,0,Polyquaternium-10,50,74,3,146,21,0.143835616,1
Zwitsal,Baby Shampoo met anti-prik formule,0,PEG-120,50,45,3,146,21,0.143835616,1
Zwitsal,Shampoo Anti-Prik 400ml,0,PEG-120 Methyl Glucose Dioleate,352,46,3,146,21,0.143835616,1
Zwitsal,Shampoo Anti-Prik 400ml,0,Polyquaternium-10,352,74,3,146,21,0.143835616,1
Zwitsal,Shampoo Anti-Prik 400ml,0,PEG-120,352,45,3,146,21,0.143835616,1
Zwitsal,Zachte Cr<U+00A8><U+00A8>me Tube,0,PEG-100 Stearate,472,41,3,146,21,0.143835616,1
Zwitsal,Zachte Cr<U+00A8><U+00A8>me Tube,0,Dimethicone,472,23,3,146,21,0.143835616,1
Zwitsal,Zachte Cr<U+00A8><U+00A8>me Tube,0,Ammonium Acryloyldimethyltaurate/VP copolymer,472,10,3,146,21,0.143835616,1
Zwitsal,Babyolie,0,none,65,36,0,146,21,0.143835616,0
Zwitsal,Bodylotion Mini,0,PEG-100 Stearate,101,41,3,146,21,0.143835616,1
Zwitsal,Bodylotion Mini,0,PEG-12 Dimethicone,101,43,3,146,21,0.143835616,1
Zwitsal,Bodylotion Mini,0,Dimethicone,101,23,3,146,21,0.143835616,1
Zwitsal,Badolie Baby,0,PEG-40 Sorbitan Peroleate,71,57,1,146,21,0.143835616,1
Zwitsal,Baby Slaap Zacht Baby Massage Olie Lavendel,0,Hydrogenated Styrene/Isoprene Copolymer,51,29,1,146,21,0.143835616,1
Zwitsal,Woezel En Pip Badschuim Baby,0,Polyacrylate-33,468,62,1,146,21,0.143835616,1
Zwitsal,Schuimbad,0,Polyacrylate-33,320,62,1,146,21,0.143835616,1
Zwitsal,Wasgel Zeepvrij,0,Polyacrylate-33,460,62,1,146,21,0.143835616,1
Zwitsal,Shampoo,0,PEG-120 Methyl Glucose Dioleate,348,46,5,146,21,0.143835616,1
Zwitsal,Shampoo,0,Polyquaternium-10,348,74,5,146,21,0.143835616,1
Zwitsal,Shampoo,0,PEG-120,348,45,5,146,21,0.143835616,1
Zwitsal,Schuimbad Zeepvrij,0,Polyacrylate-33,324,62,1,146,21,0.143835616,1
Zwitsal,Good Morning Hair Lotion Baby 200 ml,0,PEG-40 Hydrogenated Castor Oil,219,56,1,146,21,0.143835616,1
Zwitsal,Cream sensitive skin 100 ml,0,Carbomer,142,12,1,146,21,0.143835616,1
Zwitsal,Shampoo Mini,0,PEG-120 Methyl Glucose Dioleate,359,46,3,146,21,0.143835616,1
Zwitsal,Shampoo Mini,0,Polyquaternium-10,359,74,3,146,21,0.143835616,1
Zwitsal,Shampoo Mini,0,PEG-120,359,45,3,146,21,0.143835616,1
Zwitsal,Zinkzalf,0,PEG-22/Dodecyl Glycol Copolymer,491,51,2,146,21,0.143835616,1
Zwitsal,Zinkzalf,0,Methoxy PEG-22/dodecyl Glycol Copolymer,491,34,2,146,21,0.143835616,1
Zwitsal,Babycr<U+00A8><U+00A8>me Extra Gevoelig Huidje 75 ml,0,Dimethicone,64,23,1,146,21,0.143835616,1
Zwitsal,Kids Shampoo Anti-Klit Frozen 400 ml,7,PEG-120 Methyl Glucose Dioleate,242,46,4,48,21,0.4375,1
Zwitsal,Kids Shampoo Anti-Klit Frozen 400 ml,7,Polyquaternium-10,242,74,4,48,21,0.4375,1
Zwitsal,Kids Shampoo Anti-Klit Frozen 400 ml,7,Steareth-4,242,98,4,48,21,0.4375,1
Zwitsal,Kids Shampoo Anti-Klit Frozen 400 ml,7,PEG-120,242,45,4,48,21,0.4375,1
Zwitsal,Baby Cologne Fresh Floral,0,PEG-40 Hydrogenated Castor Oil,42,56,1,146,21,0.143835616,1
Zwitsal,Deodorant Original Zacht voor de huid 100 ML,3,Cyclopentasiloxane,155,22,1,11,8,0.727272727,1
Zwitsal,Zonnebrand Zonnecreme Factor(spf)30+,11,none,494,36,0,34,12,0.352941176,0
Zwitsal,Body Cr<U+00A8><U+00A8>me Slaap Zacht Lavendel,0,PEG-100 Stearate,90,41,3,146,21,0.143835616,1
Zwitsal,Body Cr<U+00A8><U+00A8>me Slaap Zacht Lavendel,0,Dimethicone,90,23,3,146,21,0.143835616,1
Zwitsal,Body Cr<U+00A8><U+00A8>me Slaap Zacht Lavendel,0,Ammonium Acryloyldimethyltaurate/VP copolymer,90,10,3,146,21,0.143835616,1
Zovirax,Koortslip Cr<U+00A8><U+00A8>me,9,none,244,36,0,17,16,0.941176471,0
Zoeva,Cocoa Blend Eyeshadow Palette 10 Colors,4,Cyclopentasiloxane,115,22,5,6,2,0.333333333,1
Zoeva,Cocoa Blend Eyeshadow Palette 10 Colors,4,Dimethicone,115,23,5,6,2,0.333333333,1
Zoeva,Cocoa Blend Eyeshadow Palette 10 Colors,4,Nylon 12,115,38,5,6,2,0.333333333,1
Zoeva,Cocoa Blend Eyeshadow Palette 10 Colors,4,Polybutene,115,65,5,6,2,0.333333333,1
Zoeva,Cocoa Blend Eyeshadow Palette 10 Colors,4,Dimethiconol,115,27,5,6,2,0.333333333,1
Zoeva,Caramel Melange Voyager Eye Palette,4,Cyclopentasiloxane,105,22,5,6,2,0.333333333,1
Zoeva,Caramel Melange Voyager Eye Palette,4,Dimethicone,105,23,5,6,2,0.333333333,1
Zoeva,Caramel Melange Voyager Eye Palette,4,Nylon 12,105,38,5,6,2,0.333333333,1
Zoeva,Caramel Melange Voyager Eye Palette,4,Polybutene,105,65,5,6,2,0.333333333,1
Zoeva,Caramel Melange Voyager Eye Palette,4,Dimethiconol,105,27,5,6,2,0.333333333,1
Zoeva,Caramel Melange Eyeshadow Palette,4,Cyclopentasiloxane,104,22,5,6,2,0.333333333,1
Zoeva,Caramel Melange Eyeshadow Palette,4,Dimethicone,104,23,5,6,2,0.333333333,1
Zoeva,Caramel Melange Eyeshadow Palette,4,Nylon 12,104,38,5,6,2,0.333333333,1
Zoeva,Caramel Melange Eyeshadow Palette,4,Polybutene,104,65,5,6,2,0.333333333,1
Zoeva,Caramel Melange Eyeshadow Palette,4,Dimethiconol,104,27,5,6,2,0.333333333,1
Zoeva,Eyeshadow Smoky Textured Pallete,4,Dimethicone,173,23,4,6,2,0.333333333,1
Zoeva,Eyeshadow Smoky Textured Pallete,4,Nylon,173,37,4,6,2,0.333333333,1
Zoeva,Eyeshadow Smoky Textured Pallete,4,Polybutene,173,65,4,6,2,0.333333333,1
Zoeva,Eyeshadow Smoky Textured Pallete,4,Dimethiconol,173,27,4,6,2,0.333333333,1
Zoella Beauty,Snow Balmy Lip Balms Gift Set,9,Synthetic Wax,373,100,2,17,16,0.941176471,1
Zoella Beauty,Snow Balmy Lip Balms Gift Set,9,Polybutene,373,65,2,17,16,0.941176471,1
Zo Skin Health,Oclipse Sunscreen + Primer SPF30 Protection 30 ml,11,Cetyl PEG/PPG-10/1 Dimethicone,287,19,8,34,12,0.352941176,1
Zo Skin Health,Oclipse Sunscreen + Primer SPF30 Protection 30 ml,11,Cyclopentasiloxane,287,22,8,34,12,0.352941176,1
Zo Skin Health,Oclipse Sunscreen + Primer SPF30 Protection 30 ml,11,Polymethyl Methacrylate,287,72,8,34,12,0.352941176,1
Zo Skin Health,Oclipse Sunscreen + Primer SPF30 Protection 30 ml,11,Dimethicone Crosspolymer,287,24,8,34,12,0.352941176,1
Zo Skin Health,Oclipse Sunscreen + Primer SPF30 Protection 30 ml,11,Dimethiconol,287,27,8,34,12,0.352941176,1
Zo Skin Health,Oclipse Sunscreen + Primer SPF30 Protection 30 ml,11,polyglyceryl-3 polydimethylsiloxyethyl dimethicone,287,70,8,34,12,0.352941176,1
Zo Skin Health,Oclipse Sunscreen + Primer SPF30 Protection 30 ml,11,Dimethicone/Vinyl Dimethicone Crosspolymer,287,26,8,34,12,0.352941176,1
Zo Skin Health,Oclipse Sunscreen + Primer SPF30 Protection 30 ml,11,Phenyl Trimethicone,287,60,8,34,12,0.352941176,1
Zo Skin Health,Daily Sheer Broad Spectrum SPF50 45 ml,6,PEG-100 Stearate,150,41,7,50,21,0.42,1
Zo Skin Health,Daily Sheer Broad Spectrum SPF50 45 ml,6,Polysorbate 60,150,82,7,50,21,0.42,1
Zo Skin Health,Daily Sheer Broad Spectrum SPF50 45 ml,6,Acrylates/Dimethicone Copolymer,150,6,7,50,21,0.42,1
Zo Skin Health,Daily Sheer Broad Spectrum SPF50 45 ml,6,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,150,30,7,50,21,0.42,1
Zo Skin Health,Daily Sheer Broad Spectrum SPF50 45 ml,6,Polymethyl Methacrylate,150,72,7,50,21,0.42,1
Zo Skin Health,Daily Sheer Broad Spectrum SPF50 45 ml,6,Styrene/Acrylates Copolymer,150,99,7,50,21,0.42,1
Zo Skin Health,Daily Sheer Broad Spectrum SPF50 45 ml,6,Caprylyl Methicone,150,11,7,50,21,0.42,1
Zo Skin Health,Hydrating Cleanser 200 ml,6,PEG-100 Stearate,238,41,3,50,21,0.42,1
Zo Skin Health,Hydrating Cleanser 200 ml,6,Acrylates Copolymer,238,2,3,50,21,0.42,1
Zo Skin Health,Hydrating Cleanser 200 ml,6,Polyquaternium-51,238,77,3,50,21,0.42,1
Zo Skin Health,Health Hydrating Creme 113 g,6,Cyclopentasiloxane,232,22,2,50,21,0.42,1
Zo Skin Health,Health Hydrating Creme 113 g,6,Polymethyl Methacrylate,232,72,2,50,21,0.42,1
Zo Skin Health,Brightalive Non-Retinol Skin Brightener 50 ml,6,Cyclopentasiloxane,102,22,10,50,21,0.42,1
Zo Skin Health,Brightalive Non-Retinol Skin Brightener 50 ml,6,PEG-100 Stearate,102,41,10,50,21,0.42,1
Zo Skin Health,Brightalive Non-Retinol Skin Brightener 50 ml,6,Polysorbate 20,102,81,10,50,21,0.42,1
Zo Skin Health,Brightalive Non-Retinol Skin Brightener 50 ml,6,Polysorbate 80,102,83,10,50,21,0.42,1
Zo Skin Health,Brightalive Non-Retinol Skin Brightener 50 ml,6,Acrylamide/Ammonium Acrylate Copolymer,102,1,10,50,21,0.42,1
Zo Skin Health,Brightalive Non-Retinol Skin Brightener 50 ml,6,Carbomer,102,12,10,50,21,0.42,1
Zo Skin Health,Brightalive Non-Retinol Skin Brightener 50 ml,6,Polyisobutene,102,71,10,50,21,0.42,1
Zo Skin Health,Brightalive Non-Retinol Skin Brightener 50 ml,6,Polymethyl Methacrylate,102,72,10,50,21,0.42,1
Zo Skin Health,Brightalive Non-Retinol Skin Brightener 50 ml,6,PEG-12 Dimethicone/PPG-20 Crosspolymer,102,44,10,50,21,0.42,1
Zo Skin Health,Brightalive Non-Retinol Skin Brightener 50 ml,6,Caprylyl Methicone,102,11,10,50,21,0.42,1
Zo Skin Health,Daily Power Defense Antioxidant 1 oz,6,Cyclohexasiloxane,148,20,5,50,21,0.42,1
Zo Skin Health,Daily Power Defense Antioxidant 1 oz,6,Cyclopentasiloxane,148,22,5,50,21,0.42,1
Zo Skin Health,Daily Power Defense Antioxidant 1 oz,6,Polysorbate 20,148,81,5,50,21,0.42,1
Zo Skin Health,Daily Power Defense Antioxidant 1 oz,6,Carbomer,148,12,5,50,21,0.42,1
Zo Skin Health,Daily Power Defense Antioxidant 1 oz,6,Steareth-20,148,94,5,50,21,0.42,1
Zo Skin Health,Exfoliating Polish 0.57 oz,6,PEG-100 Stearate,168,41,2,50,21,0.42,1
Zo Skin Health,Exfoliating Polish 0.57 oz,6,PEG-8,168,59,2,50,21,0.42,1
Zo Skin Health,Smart Tone Broad Spectrum SPF50 45 ml,6,PEG-100 Stearate,371,41,11,50,21,0.42,1
Zo Skin Health,Smart Tone Broad Spectrum SPF50 45 ml,6,Acrylates Crosspolymer-4,371,3,11,50,21,0.42,1
Zo Skin Health,Smart Tone Broad Spectrum SPF50 45 ml,6,Acrylates/Ammonium Methacrylate Copolymer,371,4,11,50,21,0.42,1
Zo Skin Health,Smart Tone Broad Spectrum SPF50 45 ml,6,Dimethicone,371,23,11,50,21,0.42,1
Zo Skin Health,Smart Tone Broad Spectrum SPF50 45 ml,6,Polymethyl Methacrylate,371,72,11,50,21,0.42,1
Zo Skin Health,Smart Tone Broad Spectrum SPF50 45 ml,6,Styrene/Acrylates Copolymer,371,99,11,50,21,0.42,1
Zo Skin Health,Smart Tone Broad Spectrum SPF50 45 ml,6,Steareth-21,371,95,11,50,21,0.42,1
Zo Skin Health,Smart Tone Broad Spectrum SPF50 45 ml,6,Dimethicone/Vinyl Dimethicone Crosspolymer,371,26,11,50,21,0.42,1
Zo Skin Health,Smart Tone Broad Spectrum SPF50 45 ml,6,Dimethicone/Divinyldimethicone/Silsesquioxane Crosspolymer,371,25,11,50,21,0.42,1
Zo Skin Health,Smart Tone Broad Spectrum SPF50 45 ml,6,Polyamide-5,371,64,11,50,21,0.42,1
Zo Skin Health,Smart Tone Broad Spectrum SPF50 45 ml,6,Polyamide,371,63,11,50,21,0.42,1
Zo Skin Health,Exfoliating Aggressive Anti-Aging Program,6,PEG-100 Stearate,165,41,3,50,21,0.42,1
Zo Skin Health,Exfoliating Aggressive Anti-Aging Program,6,Acrylates Copolymer,165,2,3,50,21,0.42,1
Zo Skin Health,Exfoliating Aggressive Anti-Aging Program,6,Polyquaternium-51,165,77,3,50,21,0.42,1
Zo Skin Health,Exfoliating Cleanser Normal to Oily Skin 200 ml,6,Acrylates Copolymer,167,2,1,50,21,0.42,1
Zo Skin Health,Exfoliating Cleanser 2 oz,6,Acrylates Copolymer,166,2,1,50,21,0.42,1
Zo Skin Health,Exfoliation Accelerator 50 ml,6,Dimethicone,169,23,1,50,21,0.42,1
Zo Skin Health,Daily Power Defense Clinically Proven 50 ml,6,Cyclohexasiloxane,149,20,5,50,21,0.42,1
Zo Skin Health,Daily Power Defense Clinically Proven 50 ml,6,Cyclopentasiloxane,149,22,5,50,21,0.42,1
Zo Skin Health,Daily Power Defense Clinically Proven 50 ml,6,Polysorbate 20,149,81,5,50,21,0.42,1
Zo Skin Health,Daily Power Defense Clinically Proven 50 ml,6,Carbomer,149,12,5,50,21,0.42,1
Zo Skin Health,Daily Power Defense Clinically Proven 50 ml,6,Steareth-20,149,94,5,50,21,0.42,1
Zo Skin Health,10% Vitamin C Self-Activating 20 ml,6,Cyclopentasiloxane,5,22,2,50,21,0.42,1
Zo Skin Health,10% Vitamin C Self-Activating 20 ml,6,Dimethicone Crosspolymer,5,24,2,50,21,0.42,1
ZINDEO,Roll on deodorant,3,none,303,36,0,11,8,0.727272727,0
